(70414735, 51, 3, 2, 7500, 15000),
(70414736, 51, 2, 1, 9375, 9375),
(70414737, 51, 5, 1, 1250, 1250),
(70414738, 52, 3, 3, 7500, 22500),
(70414739, 52, 2, 2, 9375, 18750),
(70414740, 52, 4, 1, 5625, 5625),
(70414741, 52, 1, 2, 1875, 3750),
(70414742, 53, 2, 1, 9375, 9375),
(70414743, 53, 4, 1, 5625, 5625),
(70414744, 53, 1, 1, 1875, 1875),
(70414745, 54, 3, 3, 7500, 22500),
(70414746, 54, 2, 2, 9375, 18750),
(70414747, 54, 4, 2, 5625, 11250),
(70414748, 55, 3, 4, 7500, 30000),
(70414749, 55, 2, 2, 9375, 18750),
(70414750, 56, 3, 1, 7500, 7500),
(70414751, 56, 2, 2, 9375, 18750),
(70414752, 56, 4, 3, 5625, 16875),
(70414753, 56, 5, 1, 1250, 1250),
(70414754, 56, 1, 1, 1875, 1875),
(70414755, 57, 3, 1, 7500, 7500),
(70414756, 57, 2, 1, 9375, 9375),
(70414757, 58, 2, 1, 9375, 9375),
(70414758, 59, 3, 2, 7500, 15000),
(70414759, 59, 2, 2, 9375, 18750),
(70414760, 59, 5, 1, 1250, 1250),
(70414761, 59, 1, 2, 1875, 3750),
(70414762, 60, 3, 1, 7500, 7500),
(70414763, 60, 2, 3, 9375, 28125),
(70414764, 61, 3, 2, 7500, 15000),
(70414765, 61, 2, 1, 9375, 9375),
(70414766, 61, 4, 3, 5625, 16875),
(70414767, 61, 1, 3, 1875, 5625),
(70414768, 62, 2, 1, 9375, 9375),
(70414769, 62, 4, 1, 5625, 5625),
(70414770, 63, 2, 1, 9375, 9375),
(70414771, 63, 4, 1, 5625, 5625),
(70414772, 64, 3, 1, 7500, 7500),
(70414773, 64, 2, 3, 9375, 28125),
(70414774, 64, 4, 2, 5625, 11250),
(70414775, 64, 1, 2, 1875, 3750),
(70414776, 65, 3, 2, 7500, 15000),
(70414777, 65, 4, 1, 5625, 5625),
(70414778, 65, 5, 1, 1250, 1250),
(70414779, 66, 3, 2, 7500, 15000),
(70414780, 66, 4, 1, 5625, 5625),
(70414781, 66, 5, 1, 1250, 1250),
(70414782, 67, 2, 1, 9375, 9375),
(70414783, 68, 3, 1, 7500, 7500),
(70414784, 68, 4, 1, 5625, 5625),
(70414785, 69, 3, 1, 7500, 7500),
(70414786, 69, 2, 2, 9375, 18750),
(70414787, 70, 3, 1, 7500, 7500),
(70414788, 70, 2, 1, 9375, 9375),
(70414789, 71, 3, 1, 7500, 7500),
(70414790, 71, 2, 1, 9375, 9375),
(70414791, 72, 3, 2, 7500, 15000),
(70414792, 72, 2, 3, 9375, 28125),
(70414793, 72, 4, 3, 5625, 16875),
(70414794, 72, 5, 1, 1250, 1250),
(70414795, 72, 1, 1, 1875, 1875),
(70414796, 73, 3, 2, 7500, 15000),
(70414797, 73, 2, 2, 9375, 18750),
(70414798, 73, 1, 1, 1875, 1875),
(70414799, 74, 4, 1, 5625, 5625),
(70414800, 75, 2, 2, 9375, 18750),
(70414801, 76, 3, 1, 7500, 7500),
(70414802, 76, 2, 2, 9375, 18750),
(70414803, 76, 5, 1, 1250, 1250),
(70414804, 77, 3, 3, 7500, 22500),
(70414805, 77, 2, 3, 9375, 28125),
(70414806, 77, 4, 1, 5625, 5625),
(70414807, 78, 2, 1, 9375, 9375),
(70414808, 78, 4, 1, 5625, 5625),
(70414809, 79, 3, 1, 7500, 7500),
(70414810, 79, 2, 3, 9375, 28125),
(70414811, 79, 4, 1, 5625, 5625),
(70414812, 80, 3, 2, 7500, 15000),
(70414813, 80, 2, 2, 9375, 18750),
(70414814, 80, 1, 2, 1875, 3750),
(70414815, 81, 2, 1, 9375, 9375),
(70414816, 81, 4, 1, 5625, 5625),
(70414817, 82, 3, 1, 7500, 7500),
(70414818, 83, 3, 2, 7500, 15000),
(70414819, 83, 2, 2, 9375, 18750),
(70414820, 83, 1, 1, 1875, 1875),
(70414821, 84, 3, 2, 7500, 15000),
(70414822, 84, 2, 1, 9375, 9375),
(70414823, 84, 4, 1, 5625, 5625),
(70414824, 85, 3, 2, 7500, 15000),
(70414825, 85, 2, 2, 9375, 18750),
(70414826, 85, 4, 2, 5625, 11250),
(70414827, 86, 3, 2, 7500, 15000),
(70414828, 86, 2, 1, 9375, 9375),
(70414829, 86, 1, 1, 1875, 1875),
(70414830, 87, 3, 1, 7500, 7500),
(70414831, 88, 2, 1, 9375, 9375),
(70414832, 88, 4, 1, 5625, 5625),
(70414833, 89, 3, 1, 7500, 7500),
(70414834, 89, 2, 1, 9375, 9375),
(70414835, 90, 3, 1, 7500, 7500),
(70414836, 91, 3, 2, 7500, 15000),
(70414837, 91, 2, 1, 9375, 9375),
(70414838, 91, 4, 2, 5625, 11250),
(70414839, 91, 1, 1, 1875, 1875),
(70414840, 91, 1, 1, 1875, 1875),
(70414841, 92, 3, 2, 7500, 15000),
(70414842, 92, 2, 1, 9375, 9375),
(70414843, 93, 3, 2, 7500, 15000),
(70414844, 93, 2, 1, 9375, 9375),
(70414845, 93, 4, 1, 5625, 5625),
(70414846, 94, 3, 1, 7500, 7500),
(70414847, 94, 2, 1, 9375, 9375),
(70414848, 95, 3, 2, 7500, 15000),
(70414849, 95, 2, 1, 9375, 9375),
(70414850, 95, 4, 1, 5625, 5625),
(70414851, 96, 2, 1, 9375, 9375),
(70414852, 96, 4, 2, 5625, 11250),
(70414853, 96, 1, 1, 1875, 1875),
(70414854, 97, 3, 2, 7500, 15000),
(70414855, 97, 2, 1, 9375, 9375),
(70414856, 98, 3, 1, 7500, 7500),
(70414857, 99, 3, 1, 7500, 7500),
(70414858, 100, 3, 2, 7500, 15000),
(70414859, 100, 2, 1, 9375, 9375),
(70414860, 100, 4, 2, 5625, 11250),
(70414861, 100, 1, 1, 1875, 1875),
(70414862, 100, 1, 1, 1875, 1875),
(70414863, 101, 2, 1, 9375, 9375),
(70414864, 102, 2, 1, 9375, 9375),
(70414865, 103, 3, 2, 7500, 15000),
(70414866, 103, 2, 1, 9375, 9375),
(70414867, 103, 4, 1, 5625, 5625),
(70414868, 104, 3, 1, 7500, 7500),
(70414869, 104, 2, 1, 9375, 9375),
(70414870, 105, 3, 2, 7500, 15000),
(70414871, 105, 2, 2, 9375, 18750),
(70414872, 105, 4, 1, 5625, 5625),
(70414873, 105, 1, 1, 1875, 1875),
(70414874, 106, 2, 1, 9375, 9375),
(70414875, 107, 2, 1, 9375, 9375),
(70414876, 108, 3, 1, 7500, 7500),
(70414877, 108, 2, 1, 9375, 9375),
(70414878, 109, 3, 1, 7500, 7500),
(70414879, 109, 2, 1, 9375, 9375),
(70414880, 110, 3, 2, 7500, 15000),
(70414881, 103, 1, 3, 1875, 5625),
(70414882, 104, 2, 3, 9375, 28125),
(70414883, 104, 4, 1, 5625, 5625),
(70414884, 105, 2, 1, 9375, 9375),
(70414885, 106, 3, 3, 7500, 22500),
(70414886, 106, 2, 1, 9375, 9375),
(70414887, 106, 4, 3, 5625, 16875),
(70414888, 107, 2, 1, 9375, 9375),
(70414889, 108, 4, 1, 5625, 5625),
(70414890, 109, 2, 1, 9375, 9375),
(70414891, 109, 4, 3, 5625, 16875),
(70414892, 110, 3, 1, 7500, 7500),
(70414893, 110, 2, 1, 9375, 9375),
(70414894, 110, 4, 2, 5625, 11250),
(70414895, 111, 3, 1, 7500, 7500),
(70414896, 111, 2, 1, 9375, 9375),
(70414897, 111, 4, 1, 5625, 5625),
(70414898, 112, 3, 3, 7500, 22500),
(70414899, 112, 2, 2, 9375, 18750),
(70414900, 112, 4, 3, 5625, 16875),
(70414901, 112, 1, 2, 1875, 3750),
(70414902, 113, 2, 1, 9375, 9375),
(70414903, 113, 4, 2, 5625, 11250),
(70414904, 113, 5, 1, 1250, 1250),
(70414905, 113, 1, 2, 1875, 3750),
(70414906, 114, 3, 2, 7500, 15000),
(70414907, 115, 3, 2, 7500, 15000),
(70414908, 115, 2, 3, 9375, 28125),
(70414909, 115, 4, 2, 5625, 11250),
(70414910, 116, 3, 1, 7500, 7500),
(70414911, 116, 4, 2, 5625, 11250),
(70414912, 117, 3, 3, 7500, 22500),
(70414913, 117, 2, 2, 9375, 18750),
(70414914, 117, 4, 2, 5625, 11250),
(70414915, 117, 5, 2, 1250, 2500),
(70414916, 117, 1, 1, 1875, 1875),
(70414917, 118, 3, 1, 7500, 7500),
(70414918, 118, 2, 3, 9375, 28125),
(70414919, 118, 4, 1, 5625, 5625),
(70414920, 118, 5, 1, 1250, 1250),
(70414921, 119, 3, 2, 7500, 15000),
(70414922, 119, 2, 3, 9375, 28125),
(70414923, 119, 4, 1, 5625, 5625),
(70414924, 119, 5, 2, 1250, 2500),
(70414925, 119, 1, 1, 1875, 1875),
(70414926, 119, 1, 1, 1875, 1875),
(70414927, 120, 3, 1, 7500, 7500),
(70414928, 120, 4, 1, 5625, 5625),
(70414929, 120, 5, 1, 1250, 1250),
(70414930, 121, 3, 1, 7500, 7500),
(70414931, 121, 2, 3, 9375, 28125),
(70414932, 121, 4, 1, 5625, 5625),
(70414933, 121, 5, 1, 1250, 1250),
(70414934, 121, 1, 2, 1875, 3750),
(70414935, 121, 1, 1, 1875, 1875),
(70414936, 122, 3, 1, 7500, 7500),
(70414937, 122, 2, 2, 9375, 18750),
(70414938, 122, 4, 1, 5625, 5625),
(70414939, 122, 1, 1, 1875, 1875),
(70414940, 123, 3, 2, 7500, 15000),
(70414941, 123, 2, 3, 9375, 28125),
(70414942, 123, 4, 2, 5625, 11250),
(70414943, 124, 3, 1, 7500, 7500),
(70414944, 124, 2, 1, 9375, 9375),
(70414945, 124, 1, 1, 1875, 1875),
(70414946, 125, 2, 1, 9375, 9375),
(70414947, 126, 2, 1, 9375, 9375),
(70414948, 127, 3, 1, 7500, 7500),
(70414949, 127, 2, 2, 9375, 18750),
(70414950, 127, 4, 3, 5625, 16875),
(70414951, 127, 1, 1, 1875, 1875),
(70414952, 128, 3, 1, 7500, 7500),
(70414953, 129, 3, 1, 7500, 7500),
(70414954, 129, 2, 2, 9375, 18750),
(70414955, 129, 4, 1, 5625, 5625),
(70414956, 129, 5, 1, 1250, 1250),
(70414957, 129, 1, 1, 1875, 1875),
(70414958, 130, 3, 1, 7500, 7500),
(70414959, 131, 3, 1, 7500, 7500),
(70414960, 132, 3, 2, 7500, 15000),
(70414961, 132, 2, 1, 9375, 9375),
(70414962, 132, 4, 2, 5625, 11250),
(70414963, 133, 2, 1, 9375, 9375),
(70414964, 134, 2, 1, 9375, 9375),
(70414965, 135, 3, 1, 7500, 7500),
(70414966, 135, 4, 1, 5625, 5625),
(70414967, 136, 4, 2, 5625, 11250),
(70414968, 137, 2, 3, 9375, 28125),
(70414969, 137, 4, 3, 5625, 16875),
(70414970, 137, 1, 1, 1875, 1875),
(70414971, 138, 3, 2, 7500, 15000),
(70414972, 138, 2, 2, 9375, 18750),
(70414973, 138, 4, 2, 5625, 11250),
(70414974, 138, 1, 1, 1875, 1875),
(70414975, 139, 3, 2, 7500, 15000),
(70414976, 139, 2, 1, 9375, 9375),
(70414977, 139, 5, 1, 1250, 1250),
(70414978, 139, 1, 1, 1875, 1875),
(70414979, 140, 2, 1, 9375, 9375),
(70414980, 141, 2, 2, 9375, 18750),
(70414981, 141, 4, 3, 5625, 16875),
(70414982, 141, 5, 1, 1250, 1250),
(70414983, 142, 2, 1, 9375, 9375),
(70414984, 142, 4, 2, 5625, 11250),
(70414985, 142, 5, 1, 1250, 1250),
(70414986, 142, 1, 1, 1875, 1875),
(70414987, 143, 4, 1, 5625, 5625),
(70414988, 144, 3, 1, 7500, 7500),
(70414989, 145, 3, 2, 7500, 15000),
(70414990, 145, 2, 1, 9375, 9375),
(70414991, 145, 4, 1, 5625, 5625),
(70414992, 145, 5, 3, 1250, 3750),
(70414993, 145, 1, 1, 1875, 1875),
(70414994, 146, 3, 3, 7500, 22500),
(70414995, 146, 2, 2, 9375, 18750),
(70414996, 146, 4, 3, 5625, 16875),
(70414997, 147, 2, 1, 9375, 9375),
(70414998, 147, 4, 1, 5625, 5625),
(70414999, 147, 1, 1, 1875, 1875),
(70415000, 148, 2, 1, 9375, 9375),
(70415001, 148, 4, 2, 5625, 11250),
(70415002, 149, 3, 2, 7500, 15000),
(70415003, 149, 2, 2, 9375, 18750),
(70415004, 149, 4, 2, 5625, 11250),
(70415005, 149, 1, 3, 1875, 5625),
(70415006, 150, 4, 1, 5625, 5625),
(70415007, 151, 4, 1, 5625, 5625),
(70415008, 152, 3, 1, 7500, 7500),
(70415009, 152, 4, 1, 5625, 5625),
(70415010, 153, 4, 1, 5625, 5625),
(70415011, 154, 2, 1, 9375, 9375),
(70415012, 154, 4, 1, 5625, 5625),
(70415013, 155, 3, 1, 7500, 7500),
(70415014, 155, 2, 2, 9375, 18750),
(70415015, 156, 3, 3, 7500, 22500),
(70415016, 156, 2, 1, 9375, 9375),
(70415017, 156, 4, 2, 5625, 11250),
(70415018, 156, 5, 2, 1250, 2500),
(70415019, 157, 2, 1, 9375, 9375),
(70415020, 158, 2, 1, 9375, 9375),
(70415021, 159, 3, 2, 7500, 15000),
(70415022, 159, 4, 1, 5625, 5625),
(70415023, 160, 3, 1, 7500, 7500),
(70415024, 160, 2, 2, 9375, 18750),
(70415025, 160, 5, 1, 1250, 1250),
(70415026, 160, 1, 1, 1875, 1875),
(70415027, 161, 3, 3, 7500, 22500),
(70415028, 161, 4, 2, 5625, 11250),
(70415029, 162, 2, 1, 9375, 9375),
(70415030, 162, 4, 2, 5625, 11250),
(70415031, 163, 2, 2, 9375, 18750),
(70415032, 164, 3, 1, 7500, 7500),
(70415033, 164, 2, 2, 9375, 18750),
(70415034, 164, 4, 1, 5625, 5625),
(70415035, 165, 3, 1, 7500, 7500),
(70415036, 165, 4, 1, 5625, 5625),
(70415037, 166, 3, 1, 7500, 7500),
(70415038, 167, 4, 2, 5625, 11250),
(70415039, 168, 3, 1, 7500, 7500),
(70415040, 168, 4, 1, 5625, 5625),
(70415041, 168, 5, 1, 1250, 1250),
(70415042, 169, 4, 1, 5625, 5625),
(70415043, 170, 3, 2, 7500, 15000),
(70415044, 170, 2, 1, 9375, 9375),
(70415045, 170, 4, 3, 5625, 16875),
(70415046, 170, 5, 1, 1250, 1250),
(70415047, 170, 1, 1, 1875, 1875),
(70415048, 170, 1, 1, 1875, 1875),
(70415049, 171, 3, 1, 7500, 7500),
(70415050, 171, 2, 1, 9375, 9375),
(70415051, 171, 4, 2, 5625, 11250),
(70415052, 172, 3, 2, 7500, 15000),
(70415053, 172, 2, 1, 9375, 9375),
(70415054, 172, 4, 2, 5625, 11250),
(70415055, 172, 5, 1, 1250, 1250),
(70415056, 172, 1, 1, 1875, 1875),
(70415057, 173, 3, 2, 7500, 15000),
(70415058, 173, 2, 1, 9375, 9375),
(70415059, 173, 1, 1, 1875, 1875),
(70415060, 174, 3, 2, 7500, 15000),
(70415061, 175, 3, 1, 7500, 7500),
(70415062, 175, 2, 1, 9375, 9375),
(70415063, 175, 4, 2, 5625, 11250),
(70415064, 176, 3, 1, 7500, 7500),
(70415065, 176, 2, 5, 9375, 46875),
(70415066, 176, 4, 1, 5625, 5625),
(70415067, 176, 1, 1, 1875, 1875),
(70415068, 177, 3, 1, 7500, 7500),
(70415069, 178, 3, 1, 7500, 7500),
(70415070, 178, 2, 1, 9375, 9375),
(70415071, 179, 3, 1, 7500, 7500),
(70415072, 179, 2, 1, 9375, 9375),
(70415073, 179, 4, 1, 5625, 5625),
(70415074, 180, 3, 1, 7500, 7500),
(70415075, 180, 4, 1, 5625, 5625),
(70415076, 181, 3, 2, 7500, 15000),
(70415077, 181, 2, 1, 9375, 9375),
(70415078, 181, 4, 2, 5625, 11250),
(70415079, 182, 2, 1, 9375, 9375),
(70415080, 182, 4, 1, 5625, 5625),
(70415081, 183, 3, 2, 7500, 15000),
(70415082, 183, 2, 1, 9375, 9375),
(70415083, 183, 1, 1, 1875, 1875),
(70415084, 184, 3, 2, 7500, 15000),
(70415085, 184, 2, 1, 9375, 9375),
(70415086, 185, 3, 1, 7500, 7500),
(70415087, 186, 3, 1, 7500, 7500),
(70415088, 187, 3, 2, 7500, 15000),
(70415089, 187, 2, 1, 9375, 9375),
(70415090, 188, 3, 2, 7500, 15000),
(70415091, 188, 2, 1, 9375, 9375),
(70415092, 188, 4, 2, 5625, 11250),
(70415093, 189, 3, 1, 7500, 7500),
(70415094, 189, 2, 1, 9375, 9375),
(70415095, 189, 1, 1, 1875, 1875),
(70415096, 190, 3, 1, 7500, 7500),
(70415097, 190, 4, 1, 5625, 5625),
(70415098, 190, 5, 1, 1250, 1250),
(70415099, 191, 3, 2, 7500, 15000),
(70415100, 191, 2, 2, 9375, 18750),
(70415101, 191, 4, 1, 5625, 5625),
(70415102, 191, 1, 1, 1875, 1875),
(70415103, 192, 3, 1, 7500, 7500),
(70415104, 192, 2, 1, 9375, 9375),
(70415105, 192, 4, 2, 5625, 11250),
(70415106, 193, 3, 2, 7500, 15000),
(70415107, 193, 2, 1, 9375, 9375),
(70415108, 193, 4, 2, 5625, 11250),
(70415109, 193, 1, 1, 1875, 1875),
(70415110, 194, 3, 2, 7500, 15000),
(70415111, 194, 2, 1, 9375, 9375),
(70415112, 195, 3, 1, 7500, 7500),
(70415113, 196, 3, 1, 7500, 7500),
(70415114, 197, 3, 2, 7500, 15000),
(70415115, 197, 2, 1, 9375, 9375),
(70415116, 197, 4, 2, 5625, 11250),
(70415117, 198, 2, 1, 9375, 9375),
(70415118, 198, 4, 1, 5625, 5625),
(70415119, 199, 3, 2, 7500, 15000),
(70415120, 199, 2, 1, 9375, 9375),
(70415121, 199, 1, 1, 1875, 1875),
(70415122, 200, 3, 1, 7500, 7500),
(70415123, 200, 4, 1, 5625, 5625),
(70415124, 200, 5, 2, 1250, 2500),
(70415125, 200, 1, 1, 1875, 1875);
